id,violcount
04_03_33,8.0
04_03_34,1
04_03_35,0
04_03_36,6.5
04_03_37,7
04_03_38,4.5
04_03_39,3.0
04_03_4,16.5
04_03_40,6.0
04_03_5,3
04_03_6,1.5
04_03_7,2
04_03_8,4.5
04_03_9,4.5
04_04_0,1
04_04_1,6
04_04_10,4.5
04_04_11,2.0
04_04_12,3.5
04_04_13,9.0
04_04_14,2.0
04_04_15,14.5
04_04_16,4
04_04_17,7.5
04_04_18,7.5
04_04_19,7.5
04_04_2,1
04_04_20,2
04_04_21,1.5
04_04_22,4.5
04_04_23,2.5
04_04_24,5.0
04_04_25,0.5
04_04_26,1
04_04_27,4.5
04_04_28,2
04_04_29,1
04_04_3,8
04_04_30,1.0
04_04_31,10.0
04_04_32,6
04_04_33,0
04_04_34,8.0
04_04_4,2.5
04_04_5,2.5
04_04_6,0
04_04_7,7.5
04_04_8,0
04_04_9,2.0
04_05_0,0
04_06_0,0.5
04_07_0,3
04_07_1,3.5
04_08_0,1
04_09_0,0
04_10_0,0
04_11_0,3
04_12_0,0.5
04_13_0,5
04_14_0,0
04_14_1,4.0
04_15_0,0
04_16_0,0
04_16_1,1
04_17_0,1
04_18_0,4
04_19_0,7.5
04_20_0,6
04_21_0,13.5
04_22_0,3.5
04_22_1,11.5
04_22_2,11.0
04_22_3,10.5
04_22_4,11
04_23_0,0
04_24_0,1.5
04_25_0,1
04_26_0,1
04_27_0,0
04_28_0,0
04_29_0,2
04_30_0,1
04_31_0,7.5
04_31_1,20.0
04_31_2,16.0
04_31_3,9.0
04_32_0,1
04_32_1,11.0
04_32_10,13.0
04_32_11,12.0
04_32_12,2.5
04_32_13,7.0
04_32_14,5
04_32_15,2.5
04_32_16,11
04_32_17,2
04_32_18,0
04_32_19,7
04_32_2,0.5
04_32_20,6.0
04_32_3,2
04_32_4,5.5
04_32_5,2.5
04_32_6,2
04_32_7,3
04_32_8,4
04_32_9,1.5
04_33_0,5.0
04_34_0,0
04_35_0,1.5
04_36_0,2
04_37_0,3
04_38_0,3.5
04_39_0,1
04_40_0,2
04_41_0,0
04_42_0,3
04_43_0,0
04_44_0,2
04_45_0,0
04_46_0,7.5
04_46_1,12.0
04_46_2,5.5
04_46_3,5
04_46_4,7
04_46_5,19.0
04_47_0,3.5
04_47_1,4.5
04_47_2,5.0
04_47_3,11.0
04_47_4,5.5
04_47_5,14.0
04_47_6,4.0
04_47_7,1
04_48_0,2.5
04_49_0,1
04_50_0,0
04_50_1,0
04_50_10,5.5
04_50_11,3.5
04_50_12,13.5
04_50_13,4.5
04_50_14,4.0
04_50_15,3
04_50_16,3.0
04_50_17,1.5
04_50_18,0
04_50_19,0
04_50_2,2
04_50_20,7.0
04_50_21,1.5
04_50_22,1
04_50_23,0
04_50_24,1
04_50_25,1.0
04_50_26,1
04_50_27,0
04_50_28,0.5
04_50_29,6.5
04_50_3,1.0
04_50_30,0.5
04_50_31,0
04_50_32,2
04_50_33,0
04_50_34,2.5
04_50_35,9
04_50_36,6.0
04_50_37,1.5
04_50_38,1.5
04_50_39,2.5
04_50_4,5.0
04_50_40,0
04_50_5,2
04_50_6,7.0
04_50_7,3.0
04_50_8,6.0
04_50_9,7
04_51_0,3
04_52_0,1
04_52_1,3.5
04_52_2,0.5
04_52_3,3
04_52_4,2.5
04_53_0,5.5
04_53_1,6.5
04_54_0,1
04_55_0,1
04_56_0,1.5
04_57_0,0.5
04_58_0,0
04_59_0,11.5
05_01_0,9
05_01_1,8.5
05_01_10,0.5
05_01_11,3
05_01_12,5.5
05_01_13,2
05_01_14,3.5
05_01_15,7
05_01_16,2
05_01_17,10.5
05_01_18,14.0
05_01_19,21.5
05_01_2,3.0
05_01_20,22.0
05_01_21,18.0
05_01_22,8.5
05_01_23,12.5
05_01_24,9.0
05_01_25,21.5
05_01_26,21.0
05_01_27,23.5
05_01_28,12.0
05_01_29,23.0
05_01_3,2
05_01_30,18.0
05_01_31,23.0
05_01_32,11.0
05_01_33,13.5
05_01_34,19.0
05_01_35,20.5
05_01_36,9.5
05_01_37,11
05_01_38,18.0
05_01_39,13.0
05_01_4,3
05_01_40,20.0
05_01_41,23.0
05_01_42,17.5
05_01_43,17.0
05_01_44,12.0
05_01_45,15.5
05_01_46,7.5
05_01_47,6.5
05_01_48,1.0
05_01_49,8.5
05_01_5,6
05_01_50,20.0
05_01_51,9.0
05_01_52,4.5
05_01_53,3
05_01_54,1
05_01_55,5.0
05_01_56,3.0
05_01_57,1
05_01_58,12.0
05_01_59,3.0
05_01_6,3.5
05_01_60,3.0
05_01_61,5.5
05_01_62,4.5
05_01_63,2
05_01_64,1
05_01_65,6.5
05_01_66,0.5
05_01_7,9.0
05_01_8,1
05_01_9,3
05_02_0,8.5
05_03_0,0
05_04_0,2
05_04_1,2
05_05_0,0.5
05_06_0,3.0
05_07_0,2.5
05_08_0,2.5
05_09_0,1.0
05_09_1,1.5
05_09_2,4.5
05_09_3,4.5
05_09_4,9.0
05_09_5,8.0
05_10_0,1.0
05_10_1,0
05_10_10,5.0
05_10_11,2.5
05_10_12,1
05_10_13,0.5
05_10_14,0
05_10_15,0
05_10_16,1.5
05_10_17,3.5
05_10_18,2.5
05_10_19,0.5
05_10_2,0
05_10_20,0.5
05_10_21,1.5
05_10_22,9.5
05_10_23,0
05_10_24,1.5
05_10_25,0.5
05_10_26,4.0
05_10_27,3.5
05_10_28,1
05_10_29,0
05_10_3,1.5
05_10_30,4.5
05_10_31,7.5
05_10_32,5.0
05_10_33,1
05_10_34,0
05_10_4,8
05_10_5,0.5
05_10_6,0
05_10_7,0
05_10_8,1.5
05_10_9,2.0
05_11_0,5.0
05_11_1,7.0
05_11_2,12.0
05_12_0,0.5
05_13_0,2.0
05_14_0,0
05_14_1,3.5
05_14_2,1
05_14_3,3.0
05_14_4,1.5
05_15_0,0.5
05_15_1,1.0
05_16_0,5.0
05_16_1,1
05_16_2,0
05_16_3,1.5
05_16_4,1.5
05_16_5,5.5
05_16_6,4.0
05_17_0,1
05_17_1,6.0
05_17_10,10
05_17_11,13.5
05_17_12,13.0
05_17_13,12.5
05_17_14,27.5
05_17_15,22.0
05_17_16,16.0
05_17_17,9.5
05_17_18,5.5
05_17_19,7.5
05_17_2,3.5
05_17_20,22.0
05_17_21,7.5
05_17_22,4
05_17_23,10.0
05_17_24,9.5
05_17_25,5.5
05_17_26,7.5
05_17_27,6.0
05_17_28,1
05_17_29,3
05_17_3,0.5
05_17_30,11
05_17_4,8.0
05_17_5,11.5
05_17_6,12.5
05_17_7,19.0
05_17_8,12.5
05_17_9,16.0
05_18_0,7.5
05_18_1,18.0
05_18_10,8.0
05_18_11,2
05_18_12,4.0
05_18_13,5.5
05_18_14,6
05_18_15,4
05_18_2,6.5
05_18_3,7.5
05_18_4,5.0
05_18_5,5.0
05_18_6,8.0
05_18_7,6.0
05_18_8,21
05_18_9,8.0
05_19_0,0.5
05_20_0,1
05_20_1,1.0
05_21_0,0
05_21_1,0
05_21_2,5
05_22_0,0
05_22_1,3
05_22_2,1
05_22_3,1.5
05_22_4,3.5
05_22_5,4.5
05_23_0,1.5
05_23_1,2.5
05_24_0,1.0
05_24_1,0
05_24_10,0.5
05_24_11,1.0
05_24_2,1.5
05_24_3,0.5
05_24_4,0
05_24_5,0.5
05_24_6,1.5
05_24_7,0
05_24_8,2.0
05_24_9,5.5
05_25_0,0
05_25_1,2.0
05_25_10,0.5
05_25_11,4
05_25_12,1.5
05_25_13,1.5
05_25_2,0
05_25_3,2
05_25_4,0
05_25_5,1
05_25_6,0
05_25_7,6
05_25_8,1
05_25_9,2
05_26_0,5.5
05_26_1,5.5
05_26_2,0
05_27_0,0
05_27_1,1
05_28_0,1.5
05_28_1,1.5
05_29_0,0
05_30_0,3.0
05_31_0,0
05_31_1,2.5
05_31_10,1.5
05_31_11,0
05_31_12,0
05_31_2,1.0
05_31_3,3.5
05_31_4,1.5
05_31_5,4.0
05_31_6,1.0
05_31_7,0
05_31_8,4.0
05_31_9,0.5
05_32_0,0
05_32_1,0
05_32_10,3.5
05_32_11,2
05_32_12,0.5
05_32_13,2.5
05_32_14,4.5
05_32_15,0
05_32_16,2.5
05_32_17,1.0
05_32_18,1.5
05_32_2,1
05_32_3,3
05_32_4,2.5
05_32_5,4.5
05_32_6,9.5
05_32_7,2.5
05_32_8,1.5
05_32_9,0
05_33_0,0
05_34_0,0.5
05_35_0,3.5
05_35_1,4
05_35_2,4.5
05_36_0,4.0
05_36_1,5.5
05_37_0,0
05_38_0,0.5
05_39_0,7.0
05_40_0,2.5
05_40_1,1.5
05_40_2,0.5
05_41_0,1.5
05_42_0,8.5
05_43_0,5.5
05_43_1,3.5
05_43_2,4.0
05_43_3,4.5
05_44_0,0
05_45_0,1
05_46_0,4.0
05_47_0,4
05_48_0,0
05_49_0,0
05_50_0,1
05_51_0,4
05_52_0,4
05_53_0,1
05_54_0,0
05_54_1,1.5
05_54_10,2.5
05_54_11,14.0
05_54_12,4
05_54_13,3
05_54_14,4.5
05_54_15,3.0
05_54_16,1
05_54_17,3.5
05_54_18,3.5
05_54_19,4.5
05_54_2,0
05_54_20,19.5
05_54_21,3.5
05_54_3,0.5
05_54_4,1
05_54_5,19.5
05_54_6,9.0
05_54_7,5.5
05_54_8,2.5
05_54_9,5.5
05_55_0,5
05_56_0,9.0
05_57_0,4.5
05_57_1,2
05_58_0,0
05_58_1,1
05_58_2,0.5
05_58_3,0
05_58_4,2.5
05_58_5,0
05_58_6,0
05_58_7,1
05_59_0,0.5
05_60_0,0
05_61_0,1
05_61_1,0
05_61_10,0.5
05_61_11,2.0
05_61_12,1.5
05_61_13,4.5
05_61_14,1
05_61_15,0
05_61_16,2.5
05_61_17,5.5
05_61_18,0
05_61_19,0.5
05_61_2,0
05_61_20,4.5
05_61_21,11
05_61_22,6
05_61_23,1
05_61_24,3.5
05_61_25,0
05_61_26,1
05_61_27,0
05_61_28,1
05_61_29,0
05_61_3,1
05_61_30,0
05_61_31,0.5
05_61_32,3
05_61_33,3.0
05_61_34,4.5
05_61_35,2.0
05_61_36,0.5
05_61_37,0
05_61_38,1
05_61_39,5.0
05_61_4,0
05_61_5,5.5
05_61_6,5.0
05_61_7,3.0
05_61_8,2
05_61_9,1
05_62_0,0
05_62_1,0.5
05_62_10,1.0
05_62_100,1.5
05_62_101,2.0
05_62_102,0.5
05_62_11,1.0
05_62_12,2.0
05_62_13,3.5
05_62_14,3.5
05_62_15,2.0
05_62_16,5.5
05_62_17,6.0
05_62_18,5
05_62_19,3.0
05_62_2,4.5
05_62_20,13.0
05_62_21,6.5
05_62_22,6.5
05_62_23,7.0
05_62_24,8.0
05_62_25,4
05_62_26,3
05_62_27,2.5
05_62_28,1.5
05_62_29,6.0
05_62_3,5.5
05_62_30,4.5
05_62_31,4.0
05_62_32,1.5
05_62_33,0.5
05_62_34,7.5
05_62_35,1.5
05_62_36,0.5
05_62_37,0
05_62_38,0
05_62_39,2.0
05_62_4,0
05_62_40,6
05_62_41,2.5
05_62_42,4.0
05_62_43,1.5
05_62_44,3.5
05_62_45,3
05_62_46,5.5
05_62_47,3
05_62_48,0
05_62_49,0.5
05_62_5,0.5
05_62_50,7
05_62_51,7.5
05_62_52,4.0
05_62_53,2
05_62_54,3.5
05_62_55,3.5
05_62_56,1
05_62_57,0
05_62_58,0
05_62_59,2
05_62_6,2.0
05_62_60,6.5
05_62_61,3
05_62_62,6.5
05_62_63,14.5
05_62_64,2.0
05_62_65,0.5
05_62_66,0
05_62_67,0
05_62_68,5
05_62_69,1
05_62_7,2.0
05_62_70,2
05_62_71,22.0
05_62_72,7
05_62_73,0
05_62_74,2
05_62_75,1.0
05_62_76,1.5
05_62_77,2.0
05_62_78,1.5
05_62_79,3
05_62_8,2
05_62_80,2
05_62_81,0
05_62_82,0.5
05_62_83,0.5
05_62_84,0.5
05_62_85,0
05_62_86,2
05_62_87,1.5
05_62_88,2.5
05_62_89,4.5
05_62_9,0
05_62_90,4.5
05_62_91,2.0
05_62_92,1.5
05_62_93,1
05_62_94,8.5
05_62_95,1
05_62_96,0
05_62_97,1.0
05_62_98,3
05_62_99,0
05_63_0,0
05_64_0,0
05_65_0,3
05_66_0,1
05_66_1,0
05_67_0,1.5
05_68_0,6
05_69_0,2.5
05_69_1,6.0
05_69_2,6
05_69_3,3.5
05_69_4,5.5
05_70_0,5.5
05_70_1,2.5
05_71_0,0
05_71_1,2.5
05_71_10,1.5
05_71_11,1
05_71_12,1.5
05_71_13,1.5
05_71_14,0
05_71_15,0
05_71_16,5.0
05_71_17,0.5
05_71_18,1
05_71_19,1
05_71_2,0
05_71_20,3.0
05_71_21,0
05_71_22,1
05_71_23,4.5
05_71_24,1
05_71_25,0
05_71_26,4.0
05_71_27,2
05_71_28,3
05_71_29,13.0
05_71_3,2
05_71_30,1.5
05_71_31,0
05_71_32,1
05_71_33,0
05_71_34,1.5
05_71_35,0
05_71_36,0
05_71_37,4.0
05_71_38,3
05_71_39,0
05_71_4,1
05_71_40,1
05_71_41,2
05_71_42,1
05_71_43,7.5
05_71_44,1.5
05_71_45,6.0
05_71_46,1.5
05_71_47,8
05_71_48,1
05_71_5,4
05_71_6,7.5
05_71_7,3.5
05_71_8,2
05_71_9,0.5
05_72_0,2.0
05_72_1,3
05_72_2,1.5
05_72_3,3
05_72_4,0
05_72_5,0
05_72_6,1.5
06_01_0,3.0
06_01_1,1
06_01_2,1
06_01_3,1.0
06_01_4,0.5
06_01_5,2.5
06_01_6,1.5
06_01_7,3
06_01_8,1.5
06_01_9,1
06_02_0,4
06_02_1,3
06_02_10,0.5
06_02_11,0.5
06_02_12,0
06_02_13,0
06_02_2,0.5
06_02_3,1.0
06_02_4,0
06_02_5,2
06_02_6,3.0
06_02_7,1
06_02_8,0.5
06_02_9,3
06_03_0,1.0
06_04_0,1.5
06_04_1,1
06_05_0,0
06_05_1,0
06_05_2,0
06_05_3,0.5
06_06_0,0
06_07_0,1.0
06_07_1,2
06_07_2,2
06_07_3,3
06_08_0,0
06_08_1,1.5
06_08_2,2.5
06_08_3,4
06_08_4,3.0
06_08_5,1.5
06_08_6,4.5
06_08_7,6.0
06_09_0,3.0
06_09_1,1.0
06_09_10,10.0
06_09_11,7.0
06_09_2,8.0
06_09_3,7.0
06_09_4,2.0
06_09_5,2.0
06_09_6,4
06_09_7,6.5
06_09_8,13.5
06_09_9,18.0
06_10_0,4.0
06_11_0,0.5
06_12_0,0
06_12_1,1
06_12_2,0.5
06_12_3,1.5
06_12_4,0.5
06_13_0,4.5
06_14_0,5
06_14_1,4
06_15_0,1.5
06_15_1,1.5
06_15_10,0.5
06_15_11,2.5
06_15_12,3.0
06_15_13,1.0
06_15_14,0.5
06_15_15,0
06_15_16,1.0
06_15_17,1.5
06_15_18,0
06_15_19,1.0
06_15_2,0
06_15_20,0.5
06_15_3,0.5
06_15_4,1.5
06_15_5,1.5
06_15_6,0.5
06_15_7,0.5
06_15_8,0
06_15_9,5.0
06_16_0,0
06_16_1,1
06_16_10,6.5
06_16_11,7.5
06_16_12,5.0
06_16_13,2
06_16_14,0
06_16_15,0
06_16_16,1
06_16_17,0
06_16_18,3
06_16_19,8.0
06_16_2,5.0
06_16_20,4.5
06_16_21,2
06_16_3,3.5
06_16_4,1.0
06_16_5,1.0
06_16_6,0
06_16_7,2.0
06_16_8,0.5
06_16_9,2.0
06_17_0,0.5
06_17_1,0
06_18_0,3.0
06_19_0,1
06_20_0,0.5
06_21_0,1.0
06_22_0,2
06_22_1,5.0
06_22_10,0.5
06_22_2,2
06_22_3,2
06_22_4,2.5
06_22_5,7.0
06_22_6,1.5
06_22_7,0
06_22_8,0
06_22_9,1
06_23_0,2.0
06_24_0,3.5
06_24_1,13.0
06_25_0,4.5
06_25_1,0
06_25_10,2.0
06_25_11,5.5
06_25_12,5.5
06_25_13,1.0
06_25_14,1.5
06_25_2,0
06_25_3,0
06_25_4,1
06_25_5,0.5
06_25_6,3.5
06_25_7,0
06_25_8,1.5
06_25_9,0
06_26_0,0
06_26_1,0
06_26_10,0.5
06_26_11,0.5
06_26_12,4.5
06_26_13,6
06_26_14,2
06_26_15,0
06_26_16,0
06_26_17,0
06_26_18,3.5
06_26_19,8.0
06_26_2,3
06_26_20,4.0
06_26_21,0
06_26_22,2.5
06_26_23,0
06_26_24,4.5
06_26_25,2.5
06_26_26,2.0
06_26_3,0
06_26_4,0
06_26_5,0
06_26_6,1.5
06_26_7,2.5
06_26_8,1
06_26_9,0
06_27_0,0
06_27_1,2
06_27_10,0
06_27_11,3.5
06_27_12,2.0
06_27_13,1.5
06_27_14,0
06_27_15,1
06_27_16,0
06_27_17,1.5
06_27_18,0
06_27_19,0
06_27_2,3.0
06_27_20,0
06_27_21,0.5
06_27_22,3.5
06_27_23,7.0
06_27_24,6.5
06_27_25,3.0
06_27_26,0
06_27_27,1
06_27_28,6.0
06_27_29,2.5
06_27_3,1
06_27_30,0
06_27_31,3.0
06_27_32,8.5
06_27_33,0
06_27_34,0.5
06_27_35,4
06_27_36,6.5
06_27_37,2.5
06_27_38,0.5
06_27_39,2.5
06_27_4,6
06_27_40,0
06_27_41,3.0
06_27_5,1
06_27_6,1
06_27_7,0.5
06_27_8,1.0
06_27_9,2
06_28_0,0
06_28_1,4
06_28_10,12.0
06_28_11,4.0
06_28_12,4.0
06_28_13,4.5
06_28_14,1
06_28_15,5.5
06_28_16,0.5
06_28_17,1.5
06_28_18,1.0
06_28_19,0
06_28_2,0
06_28_20,0
06_28_21,7.0
06_28_3,12.0
06_28_4,1
06_28_5,2
06_28_6,1
06_28_7,5.0
06_28_8,6.0
06_28_9,2.5
06_29_0,1
06_29_1,0.5
06_29_10,5.5
06_29_11,1.5
06_29_12,3.5
06_29_13,1.5
06_29_14,0
06_29_15,2
06_29_16,5
06_29_17,0.5
06_29_18,2.5
06_29_19,3.0
06_29_2,2.5
06_29_20,2
06_29_21,2.0
06_29_22,7.0
06_29_23,4.5
06_29_3,1.5
06_29_4,3.0
06_29_5,10.5
06_29_6,0
06_29_7,0
06_29_8,2
06_29_9,10.5
06_30_0,3.0
06_31_0,2.5
06_32_0,1
06_32_1,2.0
06_32_2,1
06_33_0,0.5
06_33_1,3.5
06_33_2,13.0
06_33_3,1
06_34_0,1.0
06_35_0,6.0
06_35_1,13.0
06_36_0,1
06_36_1,5.0
06_36_10,2.0
06_36_11,2.0
06_36_12,4.5
06_36_13,3.5
06_36_14,20.5
06_36_15,3.0
06_36_16,3.0
06_36_17,13.0
06_36_18,10.0
06_36_19,8.0
06_36_2,2.5
06_36_20,2.0
06_36_3,1.5
06_36_4,0
06_36_5,3.0
06_36_6,3.5
06_36_7,15.0
06_36_8,10.5
06_36_9,2
06_37_0,1.5
06_37_1,6.0
06_37_2,3.0
06_37_3,1.0
06_37_4,0
06_37_5,3
06_37_6,1.5
06_37_7,0
06_37_8,0.5
06_38_0,11
06_39_0,2
06_39_1,0
06_39_10,5.0
06_39_11,1.5
06_39_12,1.5
06_39_13,0.5
06_39_14,4.5
06_39_15,5.5
06_39_16,7.0
06_39_17,11.0
06_39_18,15.0
06_39_19,10.5
06_39_2,0
06_39_20,6.5
06_39_21,4.5
06_39_22,0
06_39_23,1.5
06_39_24,1
06_39_25,0
06_39_26,0
06_39_27,1
06_39_28,2
06_39_29,2.0
06_39_3,0.5
06_39_30,0.5
06_39_31,3
06_39_32,0
06_39_33,3.5
06_39_34,1
06_39_35,4.0
06_39_36,2
06_39_37,0.5
06_39_4,1.0
06_39_5,1
06_39_6,0
06_39_7,2.0
06_39_8,3.5
06_39_9,4.5
06_40_0,7.0
06_40_1,6.0
06_40_10,3.5
06_40_11,3.0
06_40_12,7.0
06_40_13,3.0
06_40_14,7.5
06_40_15,10.5
06_40_16,5.0
06_40_17,2.0
06_40_18,2.5
06_40_19,3.0
06_40_2,3.0
06_40_20,1.5
06_40_21,0
06_40_22,3.0
06_40_3,12.5
06_40_4,6.0
06_40_5,0.5
06_40_6,2.5
06_40_7,3.0
06_40_8,7
06_40_9,2
06_41_0,0
06_41_1,1.5
06_41_10,0
06_41_11,0.5
06_41_12,6.5
06_41_13,7.5
06_41_14,0
06_41_15,1
06_41_16,0
06_41_17,2
06_41_18,2
06_41_19,5.5
06_41_2,6.0
06_41_20,2
06_41_21,1
06_41_22,4.5
06_41_23,0.5
06_41_24,0
06_41_25,3.5
06_41_26,4
06_41_27,1.5
06_41_28,0
06_41_29,2
06_41_3,2
06_41_30,0
06_41_31,1
06_41_32,0
06_41_4,0
06_41_5,3
06_41_6,1.5
06_41_7,0
06_41_8,2
06_41_9,1.0
06_42_0,6.0
06_42_1,1.5
06_42_2,0
06_42_3,2.0
06_42_4,4
06_42_5,2
06_42_6,2.5
06_42_7,0
06_42_8,0
06_43_0,8.5
06_44_0,0
06_44_1,0.5
06_44_10,0
06_44_11,4.0
06_44_12,2.0
06_44_13,4
06_44_14,2.0
06_44_15,2.0
06_44_16,1.5
06_44_17,1
06_44_18,1.5
06_44_19,1
06_44_2,3.5
06_44_20,1.5
06_44_21,0
06_44_22,1
06_44_23,4.0
06_44_24,2
06_44_3,3
06_44_4,5
06_44_5,3
06_44_6,4
06_44_7,1.5
06_44_8,2.5
06_44_9,0
06_45_0,0
06_45_1,0.5
06_45_2,0.5
06_45_3,0
06_45_4,1.0
06_46_0,2
06_46_1,7
06_46_2,22.5
06_46_3,4
06_47_0,9.0
06_48_0,0
06_48_1,0.5
06_48_2,2.0
06_48_3,1.5
06_48_4,0.5
06_48_5,1.0
06_48_6,1.0
06_49_0,1
06_49_1,2.5
06_50_0,5.0
06_51_0,1
06_52_0,2
06_53_0,3.5
06_53_1,8.0
06_53_2,14.0
06_53_3,8.0
06_54_0,5.5
06_54_1,16.5
06_54_2,8.5
06_54_3,12.0
06_54_4,0.5
06_55_0,0.5
06_55_1,0
06_55_2,1.0
06_55_3,3.5
06_55_4,1.5
06_55_5,1.0
06_55_6,0
06_55_7,0
06_56_0,0
06_56_1,0
06_56_2,0
06_56_3,1
06_56_4,0
06_56_5,0
06_56_6,1.5
06_56_7,1
06_56_8,2
06_57_0,0
06_57_1,1.5
06_57_2,1.0
06_58_0,0
06_58_1,0
06_58_2,0
06_58_3,2.5
06_58_4,0
06_58_5,2.5
06_58_6,1.5
06_59_0,15.5
06_60_0,4.5
06_60_1,12.5
06_60_10,8.5
06_60_11,1.5
06_60_12,8.5
06_60_13,1.5
06_60_14,3.5
06_60_15,8.0
06_60_16,11.5
06_60_17,5.5
06_60_18,15.0
06_60_19,11.5
06_60_2,9.0
06_60_20,12.5
06_60_21,12.0
06_60_22,16.0
06_60_23,12.5
06_60_24,8.5
06_60_25,20.0
06_60_26,17.5
06_60_27,12.0
06_60_28,2
06_60_29,8.5
06_60_3,11.0
06_60_30,7.5
06_60_31,3.5
06_60_32,8.0
06_60_33,12.0
06_60_34,7
06_60_35,10.0
06_60_36,7.0
06_60_37,6.5
06_60_38,5.0
06_60_39,5.0
06_60_4,8.5
06_60_40,3.5
06_60_41,6
06_60_42,12
06_60_43,10.0
06_60_44,9.5
06_60_45,2
06_60_46,5
06_60_47,10.0
06_60_48,7.0
06_60_49,11.0
06_60_5,5.5
06_60_50,1.5
06_60_51,5.5
06_60_52,3.0
06_60_53,7
06_60_54,10.0
06_60_55,8.0
06_60_56,11.5
06_60_57,16.0
06_60_58,7.5
06_60_59,6.0
06_60_6,1
06_60_60,8.5
06_60_61,11.5
06_60_62,3
06_60_63,1
06_60_7,8.0
06_60_8,2
06_60_9,11
07_01_0,3.0
